year,month,day,hour,PM2.5,SO2,CO,RAIN,year_month
2013,3,4,11,19.0,15.0,1100.0,0.0,2013-03-01
2013,3,4,12,18.0,12.0,1000.0,0.0,2013-03-01
2013,3,4,13,18.0,9.0,900.0,0.0,2013-03-01
2013,3,4,14,19.0,11.0,900.0,0.0,2013-03-01
2013,3,4,15,22.0,12.0,1000.0,0.0,2013-03-01
2013,3,4,16,26.0,10.0,900.0,0.0,2013-03-01
2013,3,4,17,28.0,10.0,1000.0,0.0,2013-03-01
2013,3,4,18,32.0,12.0,1000.0,0.0,2013-03-01
2013,3,4,19,38.0,17.0,1100.0,0.0,2013-03-01
2013,3,4,20,45.0,34.0,1399.0,0.0,2013-03-01
2013,3,4,21,57.0,39.0,1399.0,0.0,2013-03-01
2013,3,4,22,72.0,51.0,1899.0,0.0,2013-03-01
2013,3,4,23,83.0,70.0,2000.0,0.0,2013-03-01
2013,3,5,0,99.0,83.0,2100.0,0.0,2013-03-01
2013,3,5,1,111.0,63.0,2100.0,0.0,2013-03-01
2013,3,5,2,122.0,58.0,1899.0,0.0,2013-03-01
2013,3,5,3,122.0,53.0,1949.5,0.0,2013-03-01
2013,3,5,4,111.0,48.0,2000.0,0.0,2013-03-01
2013,3,5,5,95.0,50.0,3299.0,0.0,2013-03-01
2013,3,5,6,86.0,52.0,2899.0,0.0,2013-03-01
2013,3,5,7,88.0,63.0,3299.0,0.0,2013-03-01
2013,3,5,8,93.0,69.0,4099.0,0.0,2013-03-01
2013,3,5,9,98.0,78.0,3200.0,0.0,2013-03-01
2013,3,5,10,109.0,78.0,2899.0,0.0,2013-03-01
2013,3,5,11,114.0,70.0,1500.0,0.0,2013-03-01
2013,3,5,12,115.0,65.0,100.0,0.0,2013-03-01
2013,3,5,13,120.0,66.0,100.0,0.0,2013-03-01
2013,3,5,14,125.0,68.0,100.0,0.0,2013-03-01
2013,3,5,15,133.0,66.0,100.0,0.0,2013-03-01
2013,3,5,16,146.0,72.0,100.0,0.0,2013-03-01
2013,3,5,17,162.0,78.0,100.0,0.0,2013-03-01
2013,3,5,18,174.0,86.0,100.0,0.0,2013-03-01
2013,3,5,19,186.0,89.0,100.0,0.0,2013-03-01
2013,3,5,20,203.0,98.0,100.0,0.0,2013-03-01
2013,3,5,21,217.0,113.0,100.0,0.0,2013-03-01
2013,3,5,22,224.0,112.0,100.0,0.0,2013-03-01
2013,3,5,23,228.0,108.0,100.0,0.0,2013-03-01
2013,3,6,0,216.0,90.0,100.0,0.0,2013-03-01
2013,3,6,1,200.0,84.0,100.0,0.0,2013-03-01
2013,3,6,2,192.0,78.0,100.0,0.0,2013-03-01
2013,3,6,3,185.0,69.0,100.0,0.0,2013-03-01
2013,3,6,4,148.0,70.0,100.0,0.0,2013-03-01
2013,3,6,5,144.0,71.0,100.0,0.0,2013-03-01
2013,3,6,6,174.0,81.0,100.0,0.0,2013-03-01
2013,3,6,7,178.0,80.0,100.0,0.0,2013-03-01
2013,3,6,8,193.0,90.0,100.0,0.0,2013-03-01
2013,3,6,9,209.0,118.0,100.0,0.0,2013-03-01
2013,3,6,10,209.0,116.0,3799.0,0.0,2013-03-01
2013,3,6,11,212.0,109.0,4400.0,0.0,2013-03-01
2013,3,6,12,218.0,110.0,4400.0,0.0,2013-03-01
2013,3,6,13,234.0,126.0,4400.0,0.0,2013-03-01
2013,3,6,14,245.0,124.0,3799.0,0.0,2013-03-01
2013,3,6,15,238.0,148.0,3500.0,0.0,2013-03-01
2013,3,6,16,162.0,155.0,3399.5,0.0,2013-03-01
2013,3,6,17,3.0,156.0,3299.0,0.0,2013-03-01
2013,3,6,18,3.0,162.0,3500.0,0.0,2013-03-01
2013,3,6,19,120.0,146.0,3600.0,0.0,2013-03-01
2013,3,6,20,248.0,158.0,3700.0,0.0,2013-03-01
2013,3,6,21,287.0,151.0,4099.0,0.0,2013-03-01
2013,3,6,22,292.0,121.0,4299.0,0.0,2013-03-01
2013,3,6,23,272.0,125.0,4799.0,0.0,2013-03-01
2013,3,7,0,279.0,114.0,5200.0,0.0,2013-03-01
2013,3,7,1,284.0,101.0,5200.0,0.0,2013-03-01
2013,3,7,2,280.0,90.0,5099.0,0.0,2013-03-01
2013,3,7,3,261.0,63.0,4700.0,0.0,2013-03-01
2013,3,7,4,201.0,53.0,4500.0,0.0,2013-03-01
2013,3,7,5,149.0,46.0,4299.0,0.0,2013-03-01
2013,3,7,6,131.0,39.0,4299.0,0.0,2013-03-01
2013,3,7,7,126.0,38.0,5099.0,0.0,2013-03-01
2013,3,7,8,154.0,75.0,7000.0,0.0,2013-03-01
2013,3,7,9,223.0,168.0,6099.0,0.0,2013-03-01
2013,3,7,10,274.0,140.0,6000.0,0.0,2013-03-01
2013,3,7,11,301.0,123.0,6900.0,0.0,2013-03-01
2013,3,7,12,328.0,94.0,6299.0,0.0,2013-03-01
2013,3,7,13,315.0,85.0,4099.0,0.0,2013-03-01
2013,3,7,14,251.0,53.0,1800.0,0.0,2013-03-01
2013,3,7,15,161.0,59.0,2100.0,0.0,2013-03-01
2013,3,7,16,198.0,64.0,1899.0,0.0,2013-03-01
2013,3,7,17,222.0,77.0,2299.0,0.0,2013-03-01
2013,3,7,18,243.0,84.0,2799.0,0.0,2013-03-01
2013,3,7,19,272.0,91.0,3799.0,0.0,2013-03-01
2013,3,7,20,299.0,96.0,5700.0,0.0,2013-03-01
2013,3,7,21,318.0,87.0,5200.0,0.0,2013-03-01
2013,3,7,22,302.0,77.0,4900.0,0.0,2013-03-01
2013,3,7,23,278.0,79.0,5299.0,0.0,2013-03-01
2013,3,8,0,264.0,69.0,4400.0,0.0,2013-03-01
2013,3,8,1,248.0,71.0,4500.0,0.0,2013-03-01
2013,3,8,2,254.0,68.0,4200.0,0.0,2013-03-01
2013,3,8,3,251.0,64.0,3899.0,0.0,2013-03-01
2013,3,8,4,247.0,68.0,4700.0,0.0,2013-03-01
2013,3,8,5,247.0,59.0,4200.0,0.0,2013-03-01
2013,3,8,6,240.0,65.0,4299.0,0.0,2013-03-01
2013,3,8,7,250.0,59.0,4900.0,0.0,2013-03-01
2013,3,8,8,258.0,73.0,5900.0,0.0,2013-03-01
2013,3,8,9,260.0,83.0,5000.0,0.0,2013-03-01
2013,3,8,10,266.0,83.1096,3850.0,0.0,2013-03-01
2013,3,8,11,233.0,77.0,2700.0,0.0,2013-03-01
2013,3,8,12,273.0,85.0,3500.0,0.0,2013-03-01
2013,3,8,13,222.0,50.0,2000.0,0.0,2013-03-01
2013,3,8,14,152.0,48.0,1300.0,0.0,2013-03-01
2013,3,8,15,179.0,70.0,2200.0,0.0,2013-03-01
2013,3,8,16,245.0,87.0,3000.0,0.0,2013-03-01
2013,3,8,17,169.0,59.0,1899.0,0.0,2013-03-01
2013,3,8,18,124.0,43.0,1300.0,0.0,2013-03-01
2013,3,8,19,95.0,34.0,1000.0,0.0,2013-03-01
2013,3,8,20,85.0,35.0,1000.0,0.0,2013-03-01
2013,3,8,21,95.0,36.0,1100.0,0.0,2013-03-01
2013,3,8,22,84.0,32.0,1100.0,0.0,2013-03-01
2013,3,8,23,95.0,35.0,1300.0,0.0,2013-03-01
2013,3,9,0,86.0,41.0,1700.0,0.0,2013-03-01
2013,3,9,1,54.0,48.0,1800.0,0.0,2013-03-01
2013,3,9,2,92.0,48.0,1600.0,0.0,2013-03-01
2013,3,9,3,91.0,48.0,1450.0,0.0,2013-03-01
2013,3,9,4,94.0,42.0,1300.0,0.0,2013-03-01
2013,3,9,5,98.0,47.0,2200.0,0.0,2013-03-01
2013,3,9,6,96.0,40.0,2200.0,0.0,2013-03-01
2013,3,9,7,101.0,43.0,2200.0,0.0,2013-03-01
2013,3,9,8,106.0,46.0,2000.0,0.0,2013-03-01
2013,3,9,9,110.0,57.0,2000.0,0.0,2013-03-01
2013,3,9,10,86.0,19.0,400.0,0.0,2013-03-01
2013,3,9,11,57.0,3.0,300.0,0.0,2013-03-01
2013,3,9,12,87.0,3.0,300.0,0.0,2013-03-01
2013,3,9,13,69.0,3.0,300.0,0.0,2013-03-01
2013,3,9,14,51.0,3.0,300.0,0.0,2013-03-01
2013,3,9,15,34.0,3.0,300.0,0.0,2013-03-01
2013,3,9,16,20.0,3.0,400.0,0.0,2013-03-01
2013,3,9,17,12.0,3.0,400.0,0.0,2013-03-01
2013,3,9,18,12.0,3.0,400.0,0.0,2013-03-01
2013,3,9,19,18.0,3.0,400.0,0.0,2013-03-01
2013,3,9,20,15.0,3.0,400.0,0.0,2013-03-01
2013,3,9,21,15.0,3.0,400.0,0.0,2013-03-01
2013,3,9,22,11.0,3.0,400.0,0.0,2013-03-01
2013,3,9,23,9.0,3.0,400.0,0.0,2013-03-01
2013,3,10,0,3.0,3.0,400.0,0.0,2013-03-01
2013,3,10,1,8.0,3.0,400.0,0.0,2013-03-01
2013,3,10,2,3.0,3.0,400.0,0.0,2013-03-01
2013,3,10,3,16.0,6.0,900.0,0.0,2013-03-01
2013,3,10,4,31.0,9.0,1000.0,0.0,2013-03-01
2013,3,10,5,37.0,14.0,900.0,0.0,2013-03-01
2013,3,10,6,29.0,26.0,1000.0,0.0,2013-03-01
2013,3,10,7,24.0,28.0,800.0,0.0,2013-03-01
2013,3,10,8,26.0,24.0,900.0,0.0,2013-03-01
2013,3,10,9,22.0,16.0,600.0,0.0,2013-03-01
2013,3,10,10,21.0,13.0,700.0,0.0,2013-03-01
2013,3,10,11,29.0,20.0,900.0,0.0,2013-03-01
2013,3,10,12,35.0,20.0,700.0,0.0,2013-03-01
2013,3,10,13,29.0,17.0,600.0,0.0,2013-03-01
2013,3,10,14,35.0,12.0,600.0,0.0,2013-03-01
2013,3,10,15,42.0,11.0,600.0,0.0,2013-03-01
2013,3,10,16,45.0,11.0,600.0,0.0,2013-03-01
2013,3,10,17,42.0,12.0,600.0,0.0,2013-03-01
2013,3,10,18,54.0,16.0,700.0,0.0,2013-03-01
2013,3,10,19,68.0,24.0,900.0,0.0,2013-03-01
2013,3,10,20,85.0,36.0,1000.0,0.0,2013-03-01
2013,3,10,21,98.0,52.0,1300.0,0.0,2013-03-01
2013,3,10,22,106.0,54.0,1300.0,0.0,2013-03-01
2013,3,10,23,110.0,51.0,1399.0,0.0,2013-03-01
2013,3,11,0,125.0,51.0,1300.0,0.0,2013-03-01
2013,3,11,1,127.0,45.0,1500.0,0.0,2013-03-01
2013,3,11,2,128.0,43.0,1700.0,0.0,2013-03-01
2013,3,11,3,114.0,38.0,1700.0,0.0,2013-03-01
2013,3,11,4,80.0,32.0,1899.0,0.0,2013-03-01
2013,3,11,5,100.0,34.0,1899.0,0.0,2013-03-01
2013,3,11,6,82.0,33.0,2500.0,0.0,2013-03-01
2013,3,11,7,98.0,35.0,2299.0,0.0,2013-03-01
2013,3,11,8,100.0,40.0,2799.0,0.0,2013-03-01
2013,3,11,9,122.0,56.0,3000.0,0.0,2013-03-01
2013,3,11,10,123.0,62.0,2399.0,0.0,2013-03-01
2013,3,11,11,123.0,68.0,2299.0,0.0,2013-03-01
2013,3,11,12,134.0,75.0,2299.0,0.0,2013-03-01
2013,3,11,13,136.0,84.0,2000.0,0.0,2013-03-01
2013,3,11,14,124.0,98.0,1300.0,0.0,2013-03-01
2013,3,11,15,124.0,124.0,1700.0,0.0,2013-03-01
2013,3,11,16,141.0,137.0,1800.0,0.0,2013-03-01
2013,3,11,17,148.0,163.0,2100.0,0.0,2013-03-01
2013,3,11,18,170.0,192.0,2600.0,0.0,2013-03-01
2013,3,11,19,192.0,192.0,2799.0,0.0,2013-03-01
2013,3,11,20,197.0,188.0,2700.0,0.0,2013-03-01
2013,3,11,21,201.0,184.0,2799.0,0.0,2013-03-01
2013,3,11,22,204.0,179.0,2799.0,0.0,2013-03-01
2013,3,11,23,219.0,151.0,2700.0,0.0,2013-03-01
2013,3,12,0,167.0,64.0,2000.0,0.0,2013-03-01
2013,3,12,1,112.0,38.0,1399.0,0.0,2013-03-01
2013,3,12,2,113.0,43.0,1500.0,0.0,2013-03-01
2013,3,12,3,118.0,61.0,1700.0,0.1,2013-03-01
2013,3,12,4,128.0,56.0,2200.0,0.7,2013-03-01
2013,3,12,5,141.0,25.0,2399.0,0.1,2013-03-01
2013,3,12,6,148.0,22.0,2500.0,1.3,2013-03-01
2013,3,12,7,146.0,21.0,2600.0,0.8,2013-03-01
2013,3,12,8,128.0,19.0,2000.0,0.3,2013-03-01
2013,3,12,9,124.0,16.0,2000.0,0.0,2013-03-01
2013,3,12,10,132.0,14.0,2200.0,0.0,2013-03-01
2013,3,12,11,134.0,15.0,2000.0,0.0,2013-03-01
2013,3,12,12,136.0,17.0,2100.0,0.0,2013-03-01
2013,3,12,13,156.0,21.0,2200.0,0.0,2013-03-01
2013,3,12,14,152.0,20.0,2000.0,0.0,2013-03-01
2013,3,12,15,140.0,25.0,1600.0,0.0,2013-03-01
2013,3,12,16,150.0,24.0,1899.0,0.0,2013-03-01
2013,3,12,17,152.0,27.0,1800.0,0.0,2013-03-01
2013,3,12,18,125.0,25.0,1899.0,0.0,2013-03-01
2013,3,12,19,131.0,20.0,2399.0,0.0,2013-03-01
2013,3,12,20,139.0,22.0,2600.0,0.0,2013-03-01
2013,3,12,21,145.0,22.0,1800.0,0.0,2013-03-01
2013,3,12,22,128.0,21.0,1899.0,0.0,2013-03-01
2013,3,12,23,145.0,19.0,2600.0,0.0,2013-03-01
2013,3,13,0,88.0,17.0,1800.0,0.0,2013-03-01
2013,3,13,1,44.0,13.0,1000.0,0.0,2013-03-01
2013,3,13,2,14.0,13.0,500.0,0.0,2013-03-01
2013,3,13,3,12.0,10.0,400.0,0.0,2013-03-01
2013,3,13,4,12.0,11.0,300.0,0.0,2013-03-01
2013,3,13,5,12.0,11.0,600.0,0.0,2013-03-01
2013,3,13,6,14.0,9.0,800.0,0.0,2013-03-01
2013,3,13,7,14.0,8.0,800.0,0.0,2013-03-01
2013,3,13,8,18.0,12.0,1000.0,0.0,2013-03-01
2013,3,13,9,24.0,17.0,900.0,0.0,2013-03-01
2013,3,13,10,15.0,13.0,800.0,0.0,2013-03-01
2013,3,13,11,14.0,9.0,500.0,0.0,2013-03-01
2013,3,13,12,3.0,7.0,500.0,0.0,2013-03-01
2013,3,13,13,6.0,6.0,500.0,0.0,2013-03-01
2013,3,13,14,18.0,5.0,400.0,0.0,2013-03-01
2013,3,13,15,6.0,5.0,500.0,0.0,2013-03-01
2013,3,13,16,12.0,5.0,500.0,0.0,2013-03-01
2013,3,13,17,28.0,7.0,500.0,0.0,2013-03-01
2013,3,13,18,38.0,8.0,600.0,0.0,2013-03-01
2013,3,13,19,47.0,10.0,700.0,0.0,2013-03-01
2013,3,13,20,57.0,13.0,900.0,0.0,2013-03-01
2013,3,13,21,53.0,12.0,1000.0,0.0,2013-03-01
2013,3,13,22,70.0,21.0,1200.0,0.0,2013-03-01
2013,3,13,23,67.0,19.0,1100.0,0.0,2013-03-01
2013,3,14,0,69.0,17.0,1200.0,0.0,2013-03-01
2013,3,14,1,75.0,17.0,1399.0,0.0,2013-03-01
2013,3,14,2,80.0,14.0,1600.0,0.0,2013-03-01
2013,3,14,3,62.0,14.0,1500.0,0.0,2013-03-01
2013,3,14,4,71.0,12.0,1300.0,0.0,2013-03-01
2013,3,14,5,54.0,13.0,1200.0,0.0,2013-03-01
2013,3,14,6,64.0,15.0,1200.0,0.0,2013-03-01
2013,3,14,7,76.0,13.0,2399.0,0.0,2013-03-01
2013,3,14,8,86.0,18.0,2399.0,0.0,2013-03-01
2013,3,14,9,91.0,24.0,2100.0,0.0,2013-03-01
2013,3,14,10,76.0,33.0,1899.0,0.0,2013-03-01
2013,3,14,11,82.0,42.0,1700.0,0.0,2013-03-01
2013,3,14,12,113.0,42.0,1600.0,0.0,2013-03-01
2013,3,14,13,98.0,58.0,1300.0,0.0,2013-03-01
2013,3,14,14,90.0,102.0,1000.0,0.0,2013-03-01
2013,3,14,15,84.0,100.0,1100.0,0.0,2013-03-01
2013,3,14,16,108.0,95.0,1100.0,0.0,2013-03-01
2013,3,14,17,117.0,96.0,1300.0,0.0,2013-03-01
2013,3,14,18,135.0,88.0,1500.0,0.0,2013-03-01
2013,3,14,19,149.0,77.0,1700.0,0.0,2013-03-01
2013,3,14,20,148.0,74.0,1700.0,0.0,2013-03-01
2013,3,14,21,147.0,66.0,1899.0,0.0,2013-03-01
2013,3,14,22,166.0,66.0,2200.0,0.0,2013-03-01
2013,3,14,23,173.0,69.0,2299.0,0.0,2013-03-01
2013,3,15,0,184.0,61.0,2600.0,0.0,2013-03-01
2013,3,15,1,188.0,49.0,3700.0,0.0,2013-03-01
2013,3,15,2,159.0,50.0,2700.0,0.0,2013-03-01
2013,3,15,3,142.0,49.0,2600.0,0.0,2013-03-01
2013,3,15,4,145.0,48.0,2799.0,0.0,2013-03-01
2013,3,15,5,141.0,44.0,2899.0,0.0,2013-03-01
2013,3,15,6,140.0,43.0,3100.0,0.0,2013-03-01
2013,3,15,7,149.0,46.0,3299.0,0.0,2013-03-01
2013,3,15,8,160.0,47.0,3200.0,0.0,2013-03-01
2013,3,15,9,167.0,54.0,2399.0,0.0,2013-03-01
2013,3,15,10,168.0,54.0,2899.0,0.0,2013-03-01
2013,3,15,11,158.0,85.0,2000.0,0.0,2013-03-01
2013,3,15,12,163.0,91.0,2000.0,0.0,2013-03-01
2013,3,15,13,184.0,94.0,2200.0,0.0,2013-03-01
2013,3,15,14,234.0,88.0,2299.0,0.0,2013-03-01
2013,3,15,15,273.0,84.0,2500.0,0.0,2013-03-01
2013,3,15,16,289.0,81.0,2200.0,0.0,2013-03-01
2013,3,15,17,290.0,76.0,2100.0,0.0,2013-03-01
2013,3,15,18,302.0,81.0,2200.0,0.0,2013-03-01
2013,3,15,19,304.0,80.0,2200.0,0.0,2013-03-01
2013,3,15,20,336.0,75.0,2399.0,0.0,2013-03-01
2013,3,15,21,334.0,73.0,2600.0,0.0,2013-03-01
2013,3,15,22,340.0,55.0,3100.0,0.0,2013-03-01
2013,3,15,23,335.0,53.0,3799.0,0.0,2013-03-01
2013,3,16,0,299.0,63.0,3899.0,0.0,2013-03-01
2013,3,16,1,287.0,57.0,3000.0,0.0,2013-03-01
2013,3,16,2,274.0,56.0,2700.0,0.0,2013-03-01
2013,3,16,3,252.0,51.0,2500.0,0.0,2013-03-01
2013,3,16,4,249.0,50.0,3299.0,0.0,2013-03-01
2013,3,16,5,266.0,58.0,3100.0,0.0,2013-03-01
2013,3,16,6,263.0,66.0,2500.0,0.0,2013-03-01
2013,3,16,7,292.0,57.0,2200.0,0.0,2013-03-01
2013,3,16,8,254.0,54.0,2500.0,0.0,2013-03-01
2013,3,16,9,248.0,63.0,2700.0,0.0,2013-03-01
2013,3,16,10,248.0,69.0,2000.0,0.0,2013-03-01
2013,3,16,11,202.0,70.0,2000.0,0.0,2013-03-01
2013,3,16,12,174.0,70.0,2200.0,0.0,2013-03-01
2013,3,16,13,193.0,70.0,2200.0,0.0,2013-03-01
2013,3,16,14,184.0,53.0,1800.0,0.0,2013-03-01
2013,3,16,15,136.0,54.0,2000.0,0.0,2013-03-01
2013,3,16,16,161.0,68.0,2700.0,0.0,2013-03-01
2013,3,16,17,193.0,79.0,3200.0,0.0,2013-03-01
2013,3,16,18,293.0,92.0,4099.0,0.0,2013-03-01
2013,3,16,19,315.0,93.0,4400.0,0.0,2013-03-01
2013,3,16,20,267.0,55.0,2299.0,0.0,2013-03-01
2013,3,16,21,232.0,52.0,2100.0,0.0,2013-03-01
2013,3,16,22,250.0,48.0,2000.0,0.0,2013-03-01
2013,3,16,23,219.0,42.0,1899.0,0.0,2013-03-01
2013,3,17,0,176.0,40.0,2100.0,0.0,2013-03-01
2013,3,17,1,184.0,50.0,2600.0,0.0,2013-03-01
2013,3,17,2,190.0,51.0,2200.0,0.0,2013-03-01
2013,3,17,3,189.0,45.0,1850.0,0.0,2013-03-01
2013,3,17,4,191.0,43.0,1500.0,0.0,2013-03-01
2013,3,17,5,197.0,52.0,2299.0,0.0,2013-03-01
2013,3,17,6,201.0,55.0,2399.0,0.0,2013-03-01
2013,3,17,7,214.0,51.0,2299.0,0.0,2013-03-01
2013,3,17,8,177.0,55.0,2399.0,0.0,2013-03-01
2013,3,17,9,188.0,66.0,2399.0,0.0,2013-03-01
2013,3,17,10,206.0,73.0,2500.0,0.0,2013-03-01
2013,3,17,11,226.0,90.0,2600.0,0.0,2013-03-01
2013,3,17,12,252.0,93.0,2600.0,0.0,2013-03-01
2013,3,17,13,287.0,90.0,2700.0,0.0,2013-03-01
2013,3,17,14,310.0,91.0,2799.0,0.0,2013-03-01
2013,3,17,15,331.0,82.0,2600.0,0.0,2013-03-01
2013,3,17,16,340.0,69.0,2500.0,0.0,2013-03-01
2013,3,17,17,351.0,68.0,2600.0,0.0,2013-03-01
2013,3,17,18,370.0,66.0,2799.0,0.0,2013-03-01
2013,3,17,19,370.0,66.0,2899.0,0.0,2013-03-01
2013,3,17,20,456.0,53.0,3399.0,0.0,2013-03-01
2013,3,17,21,427.0,55.0,4000.0,0.0,2013-03-01
2013,3,17,22,413.0,66.0,3700.0,0.0,2013-03-01
2013,3,17,23,399.0,67.0,3500.0,0.0,2013-03-01
2013,3,18,0,398.0,57.0,3700.0,0.0,2013-03-01
2013,3,18,1,458.0,54.0,3600.0,0.0,2013-03-01
2013,3,18,2,416.0,43.0,3299.0,0.0,2013-03-01
2013,3,18,3,108.0,13.0,600.0,0.0,2013-03-01
2013,3,18,4,28.0,3.0,300.0,0.0,2013-03-01
2013,3,18,5,20.0,3.0,300.0,0.0,2013-03-01
2013,3,18,6,12.0,5.0,300.0,0.0,2013-03-01
2013,3,18,7,14.0,5.0,400.0,0.0,2013-03-01
2013,3,18,8,3.0,4.0,400.0,0.0,2013-03-01
2013,3,18,9,11.0,3.0,400.0,0.0,2013-03-01
2013,3,18,10,10.0,5.0,400.0,0.0,2013-03-01
2013,3,18,11,8.0,4.0,400.0,0.0,2013-03-01
2013,3,18,12,15.0,3.0,400.0,0.0,2013-03-01
2013,3,18,13,6.0,3.0,400.0,0.0,2013-03-01
2013,3,18,14,14.0,3.0,400.0,0.0,2013-03-01
2013,3,18,15,12.0,3.0,600.0,0.0,2013-03-01
2013,3,18,16,16.0,3.0,400.0,0.0,2013-03-01
